day,negative,neutral,positive,total,positive_ratio,negative_ratio,neutral_ratio,date,price,prev_return,rolling_std
2020-09-14,8,85,7,100,0.07,0.08,0.85,2020-09-14,315.1462097167969,0.0005093609429409618,0.01991479545196315
2020-09-15,0,15,6,21,0.2857142857142857,0.0,0.7142857142857143,2020-09-15,316.73846435546875,0.013171201782022468,0.014155735577613281
2020-09-16,3,19,8,30,0.2666666666666666,0.1,0.6333333333333333,2020-09-16,315.48150634765625,0.005052431505055299,0.011348613807080934
2020-09-17,4,17,5,26,0.1923076923076923,0.1538461538461538,0.6538461538461539,2020-09-17,312.7066955566406,-0.00396844131441465,0.00844467386488288
2020-09-18,5,24,12,41,0.2926829268292683,0.1219512195121951,0.5853658536585366,2020-09-18,309.106689453125,-0.008795478451779082,0.010214267481904628
2020-09-21,0,20,1,21,0.0476190476190476,0.0,0.9523809523809524,2020-09-21,305.6663818359375,-0.011512404929825193,0.006906066198015234
2020-09-22,0,35,5,40,0.125,0.0,0.875,2020-09-22,308.7794189453125,-0.0111298387727361,0.009027916660568142
2020-09-23,1,25,17,43,0.3953488372093023,0.0232558139534883,0.5813953488372093,2020-09-23,301.6184997558594,0.01018442751432791,0.01204425850908845
2020-09-24,0,13,8,21,0.3809523809523809,0.0,0.6190476190476191,2020-09-24,302.42254638671875,-0.023191050795783097,0.013109973665545957
2020-09-25,3,69,8,80,0.1,0.0375,0.8625,2020-09-25,307.31170654296875,0.0026657735898500956,0.01603325565456485
2020-09-28,0,12,3,15,0.2,0.0,0.8,2020-09-28,312.41595458984375,0.016166652303754026,0.016471321418901754
2020-09-29,0,24,2,26,0.0769230769230769,0.0,0.9230769230769232,2020-09-29,310.7145080566406,0.01660935115129214,0.016602422328743555
2020-09-30,3,55,5,63,0.0793650793650793,0.0476190476190476,0.873015873015873,2020-09-30,313.0704040527344,-0.00544609360759718,0.009341677678367844
2020-10-01,5,52,0,57,0.0,0.087719298245614,0.912280701754386,2020-10-01,315.080322265625,0.007582188584719374,0.008999007808896698
2020-10-02,0,2,0,2,0.0,0.0,1.0,2020-10-02,312.0887756347656,0.006420019864132653,0.010550684087100502
2020-10-05,2,18,9,29,0.3103448275862069,0.0689655172413793,0.6206896551724138,2020-10-05,317.6230773925781,-0.009494552402854906,0.010915166338616031
2020-10-06,0,16,4,20,0.2,0.0,0.8,2020-10-06,313.1077575683594,0.017733100931156986,0.01315798201833981
2020-10-07,4,90,8,102,0.0784313725490196,0.0392156862745098,0.8823529411764706,2020-10-07,318.55792236328125,-0.01421596900730826,0.014892891116036377
2020-10-08,1,28,3,32,0.09375,0.03125,0.875,2020-10-08,321.3811340332031,0.017406674421766688,0.015048987466362764
2020-10-09,1,28,5,34,0.1470588235294117,0.0294117647058823,0.8235294117647058,2020-10-09,324.2511901855469,0.008862475147305648,0.013019678748189658
2020-10-12,11,77,19,107,0.1775700934579439,0.102803738317757,0.719626168224299,2020-10-12,329.4674987792969,0.008930381557640699,0.012721357897406185
2020-10-13,8,64,15,87,0.1724137931034483,0.0919540229885057,0.735632183908046,2020-10-13,327.3174133300781,0.01608724578856613,0.009512733449039258
2020-10-14,1,17,7,25,0.28,0.04,0.68,2020-10-14,325.2607727050781,-0.006525940971977451,0.010128754091481758
2020-10-15,4,40,8,52,0.1538461538461538,0.0769230769230769,0.7692307692307693,2020-10-15,324.85870361328125,-0.00628332175815538,0.009975837751403238
2020-10-16,6,59,9,74,0.1216216216216216,0.081081081081081,0.7972972972972973,2020-10-16,324.6624450683594,-0.0012361438130180646,0.009251312704813261
2020-10-19,2,14,8,24,0.3333333333333333,0.0833333333333333,0.5833333333333334,2020-10-19,319.7264404296875,-0.0006041350985488414,0.005849500272910333
2020-10-20,0,4,3,7,0.4285714285714285,0.0,0.5714285714285714,2020-10-20,321.0072021484375,-0.01520349739752802,0.007312719979791443
2020-10-21,3,23,6,32,0.1875,0.09375,0.71875,2020-10-21,320.3996276855469,0.004005804828117299,0.007212543434042172
2020-10-22,0,23,3,26,0.1153846153846153,0.0,0.8846153846153846,2020-10-22,322.1571044921875,-0.0018927128700672036,0.008181531569192485
2020-10-23,2,27,6,35,0.1714285714285714,0.0571428571428571,0.7714285714285715,2020-10-23,323.2508544921875,0.005485264821735392,0.008497719786756827
2020-10-26,4,12,6,22,0.2727272727272727,0.1818181818181818,0.5454545454545454,2020-10-26,317.2771911621094,0.003395082662305704,0.009893721792842721
2020-10-27,6,68,19,93,0.2043010752688172,0.064516129032258,0.7311827956989247,2020-10-27,316.1833190917969,-0.01847996145118469,0.009406803330042877
2020-10-28,0,20,9,29,0.3103448275862069,0.0,0.6896551724137931,2020-10-28,305.37652587890625,-0.003447685811595602,0.01671185125343309
2020-10-29,3,16,6,25,0.24,0.12,0.64,2020-10-29,308.480224609375,-0.03417888471767583,0.017849019110453588
2020-10-30,5,37,17,59,0.288135593220339,0.0847457627118644,0.6271186440677966,2020-10-30,305.264404296875,0.010163514440201249,0.016568789312357737
2020-11-02,3,42,17,62,0.2741935483870967,0.0483870967741935,0.6774193548387096,2020-11-02,308.68597412109375,-0.010424721119715707,0.0185427191253147
2020-11-03,1,23,9,33,0.2727272727272727,0.0303030303030303,0.696969696969697,2020-11-03,314.13604736328125,0.011208545038520867,0.02127972023685043
2020-11-04,3,10,2,15,0.1333333333333333,0.2,0.6666666666666666,2020-11-04,321.15673828125,0.01765572037312424,0.012545797185030981
2020-11-05,2,9,1,12,0.0833333333333333,0.1666666666666666,0.75,2020-11-05,327.4201965332031,0.02234920499222337,0.013218007263890426
2020-11-06,3,9,0,12,0.0,0.25,0.75,2020-11-06,327.345458984375,0.01950280814742844,0.00899364272362849
2020-11-09,4,3,5,12,0.4166666666666667,0.3333333333333333,0.25,2020-11-09,331.458740234375,-0.00022826187761004757,0.008904698395374774
2020-11-10,4,16,5,25,0.2,0.16,0.64,2020-11-10,330.97271728515625,0.012565566856378219,0.010999990151856905
2020-11-11,1,23,5,29,0.1724137931034483,0.0344827586206896,0.7931034482758621,2020-11-11,333.43133544921875,-0.0014663150800461322,0.008801066047553312
2020-11-12,6,44,3,53,0.0566037735849056,0.1132075471698113,0.8301886792452831,2020-11-12,330.19671630859375,0.007428461730107694,0.008581965751912626
2020-11-13,2,8,3,13,0.2307692307692307,0.1538461538461538,0.6153846153846154,2020-11-13,334.7680969238281,-0.009701005264748486,0.009977561973586624
2020-11-16,4,36,5,45,0.1111111111111111,0.0888888888888888,0.8,2020-11-16,338.9468688964844,0.01384441573598827,0.00996091869208748
2020-11-17,0,4,0,4,0.0,0.0,1.0,2020-11-17,337.1240234375,0.012482587232937714,0.010676313193894721
2020-11-18,4,29,2,35,0.0571428571428571,0.1142857142857142,0.8285714285714286,2020-11-18,333.0667419433594,-0.005377968130872657,0.012401933359073122
2020-11-19,3,14,9,26,0.3461538461538461,0.1153846153846153,0.5384615384615384,2020-11-19,334.46893310546875,-0.012034981822921953,0.011230782670988865
2020-11-20,2,16,4,22,0.1818181818181818,0.0909090909090909,0.7272727272727273,2020-11-20,332.1786193847656,0.004209940487987396,0.00978182857376611
2020-11-23,0,1,3,4,0.75,0.0,0.25,2020-11-23,334.1697692871094,-0.00684761271977663,0.007661442682726457
